Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
0,Travel_Rarely,R&D,Life Sciences,421,Female,Research Director,Married,0,2,38,849,25,Associates Degree,1,1,81,2,3,2,12061,26707,3,17,3,3,80,1,19,3,10,8,0,1
0,0n-Travel,R&D,Life Sciences,422,Male,Healthcare Representative,Divorced,1,2,58,390,1,Master's Degree,1,4,32,1,2,2,5660,17056,2,13,3,4,80,1,12,3,5,3,1,2
0,Travel_Rarely,R&D,Technical Degree,423,Male,Research Scientist,Married,1,4,31,691,5,Master's Degree,1,4,86,3,1,4,4821,10077,0,12,3,3,80,1,6,3,5,2,0,3
0,Travel_Rarely,HR,Human Resources,424,Male,Human Resources,Married,0,1,31,106,2,Bachelor's Degree,1,1,62,2,2,3,6410,17822,3,12,3,4,80,0,9,3,2,2,1,0
0,Travel_Frequently,R&D,Life Sciences,425,Male,Laboratory Technician,Divorced,0,2,45,1249,7,Bachelor's Degree,1,1,97,3,3,2,5210,20308,1,18,3,1,80,1,24,3,24,9,9,11
0,Travel_Rarely,R&D,Life Sciences,426,Male,Research Scientist,Divorced,1,2,31,192,2,Master's Degree,1,3,32,3,1,2,2695,7747,0,18,3,2,80,1,3,1,2,2,2,2
0,Travel_Frequently,R&D,Life Sciences,428,Female,Manager,Married,0,2,33,553,5,Master's Degree,1,4,74,3,3,2,11878,23364,6,11,3,2,80,2,12,3,10,6,8,8
0,Travel_Rarely,R&D,Medical,429,Male,Manager,Married,1,3,39,117,10,High School,1,3,99,3,4,3,17068,5355,1,14,3,4,80,0,21,3,21,9,11,10
0,Travel_Frequently,R&D,Life Sciences,430,Female,Laboratory Technician,Single,0,5,43,185,10,Master's Degree,1,3,33,3,1,2,2455,10675,0,19,3,1,80,0,9,3,8,7,1,7
0,Travel_Rarely,R&D,Technical Degree,431,Female,Healthcare Representative,Single,1,2,49,1091,1,Associates Degree,1,4,90,2,4,4,13964,17810,7,12,3,4,80,0,25,3,7,1,0,7
1,Travel_Rarely,R&D,Medical,433,Male,Research Scientist,Married,0,3,52,723,8,Master's Degree,1,3,85,2,2,3,4941,17747,2,15,3,1,80,0,11,2,8,2,7,7
0,Travel_Rarely,R&D,Life Sciences,434,Female,Research Scientist,Single,1,2,27,1220,5,Bachelor's Degree,1,3,85,3,1,2,2478,20938,1,12,3,2,80,0,4,2,4,3,1,2
0,Travel_Rarely,Sales,Technical Degree,436,Female,Sales Executive,Married,1,2,32,588,8,Associates Degree,1,4,65,2,2,4,5228,24624,1,11,3,4,80,0,13,3,13,12,11,9
0,Travel_Rarely,Sales,Life Sciences,437,Male,Sales Executive,Single,1,3,27,1377,2,Bachelor's Degree,1,4,74,3,2,2,4478,5242,1,11,3,1,80,0,5,3,5,4,0,4
0,Travel_Rarely,Sales,Marketing,438,Male,Sales Executive,Divorced,0,3,31,691,7,Bachelor's Degree,1,4,73,3,2,1,7547,7143,4,12,3,4,80,3,13,3,7,7,1,7
0,Travel_Rarely,R&D,Medical,439,Female,Research Scientist,Single,0,0,32,1018,2,Master's Degree,1,1,74,4,2,4,5055,10557,7,16,3,3,80,0,10,2,7,7,0,7
1,Travel_Rarely,R&D,Medical,440,Male,Research Scientist,Married,1,4,28,1157,2,Master's Degree,1,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,2,3,2,2,2
0,Travel_Rarely,R&D,Medical,441,Female,Research Scientist,Married,0,2,30,1275,28,Associates Degree,1,4,64,3,2,4,5775,11934,1,13,3,4,80,2,11,3,10,8,1,9
0,Travel_Frequently,R&D,Life Sciences,442,Female,Manufacturing Director,Married,0,2,31,798,7,Associates Degree,1,3,48,2,3,2,8943,14034,1,24,4,1,80,1,10,3,10,9,8,9
0,Travel_Frequently,R&D,Medical,444,Male,Manager,Married,0,2,39,672,7,Associates Degree,1,3,54,2,5,4,19272,21141,1,15,3,1,80,1,21,3,21,9,13,3
1,Travel_Rarely,Sales,Medical,445,Female,Sales Executive,Married,1,3,39,1162,3,Associates Degree,1,4,41,3,2,3,5238,17778,4,18,3,1,80,0,12,2,1,0,0,0
0,Travel_Frequently,Sales,Marketing,446,Male,Sales Executive,Single,0,6,33,508,10,Bachelor's Degree,1,2,46,2,2,1,4682,4317,3,14,3,3,80,0,9,2,7,7,0,1
0,Travel_Rarely,R&D,Life Sciences,447,Male,Research Director,Married,0,2,47,1482,5,Doctoral Degree,1,4,42,3,5,2,18300,16375,4,11,3,2,80,1,21,3,3,2,1,1
0,Travel_Frequently,R&D,Life Sciences,448,Female,Laboratory Technician,Divorced,0,3,43,559,10,Master's Degree,1,3,82,2,2,2,5257,6227,1,11,3,2,80,1,9,4,9,7,0,0
0,0n-Travel,Sales,Marketing,449,Male,Sales Executive,Married,1,0,27,210,1,High School,1,3,73,3,2,1,6349,22107,0,13,3,4,80,1,6,3,5,4,1,4
0,Travel_Frequently,R&D,Life Sciences,450,Female,Research Scientist,Single,0,4,54,928,20,Master's Degree,1,4,31,3,2,2,4869,16885,3,12,3,4,80,0,20,2,4,3,0,3
0,Travel_Rarely,R&D,Life Sciences,451,Female,Healthcare Representative,Married,0,1,43,1001,7,Bachelor's Degree,1,3,43,3,3,2,9985,9262,8,16,3,1,80,1,10,2,1,0,0,0
0,Travel_Rarely,R&D,Other,452,Male,Research Scientist,Married,0,3,45,549,8,Master's Degree,1,4,75,3,2,4,3697,9278,9,14,3,1,80,2,12,3,10,9,9,8
0,Travel_Rarely,Sales,Medical,453,Male,Sales Executive,Married,1,2,40,1124,1,Associates Degree,1,2,57,1,2,4,7457,13273,2,22,4,3,80,3,6,2,4,3,0,2
1,Travel_Rarely,R&D,Other,454,Male,Laboratory Technician,Married,1,4,29,318,8,Master's Degree,1,2,77,1,1,3,2119,4759,1,11,3,4,80,0,7,2,7,7,0,7
0,Travel_Rarely,R&D,Other,455,Male,Laboratory Technician,Single,0,2,29,738,9,Doctoral Degree,1,2,30,2,1,4,3983,7621,0,17,3,3,80,0,4,3,3,2,2,2
0,Travel_Rarely,Sales,Marketing,456,Female,Sales Executive,Divorced,0,2,30,570,5,Bachelor's Degree,1,4,30,2,2,1,6118,5431,1,13,3,3,80,3,10,3,10,9,1,2
0,Travel_Rarely,Sales,Marketing,458,Female,Sales Executive,Married,0,3,27,1130,8,Master's Degree,1,2,56,3,2,1,6214,3415,1,18,3,1,80,1,8,3,8,7,0,7
0,Travel_Rarely,R&D,Medical,460,Male,Manufacturing Director,Divorced,0,2,37,1192,5,Associates Degree,1,4,61,3,2,4,6347,23177,7,16,3,3,80,2,8,2,6,2,0,4
0,Travel_Rarely,R&D,Life Sciences,461,Male,Research Director,Divorced,1,3,38,343,15,Associates Degree,1,3,92,2,3,2,11510,15682,0,14,3,2,80,1,12,3,11,10,2,9
0,Travel_Rarely,R&D,Medical,462,Female,Manufacturing Director,Single,1,2,31,1232,7,Master's Degree,1,3,39,3,3,4,7143,25713,1,14,3,3,80,0,11,2,11,9,4,10
0,Travel_Rarely,Sales,Marketing,463,Female,Sales Executive,Divorced,1,2,29,144,10,High School,1,4,39,2,2,1,8268,11866,1,14,3,1,80,2,7,3,7,7,1,7
0,Travel_Rarely,R&D,Technical Degree,464,Male,Manufacturing Director,Single,0,5,35,1296,5,Master's Degree,1,4,62,3,3,4,8095,18264,0,13,3,4,80,0,17,3,16,6,0,13
0,Travel_Rarely,R&D,Life Sciences,465,Male,Research Scientist,Divorced,0,2,23,1309,26,High School,1,3,83,3,1,2,2904,16092,1,12,3,3,80,2,4,2,4,2,0,2
0,Travel_Rarely,R&D,Medical,466,Male,Manufacturing Director,Single,1,3,41,483,6,Bachelor's Degree,1,4,95,2,2,3,6032,10110,6,15,3,4,80,0,8,3,5,4,1,2
0,Travel_Frequently,Sales,Medical,467,Male,Sales Representative,Single,0,3,47,1309,4,High School,1,2,99,3,2,3,2976,25751,3,19,3,1,80,0,5,3,0,0,0,0
0,Travel_Rarely,R&D,Life Sciences,468,Female,Research Director,Single,0,2,42,810,23,Doctoral Degree,1,1,44,3,4,2,15992,15901,2,14,3,2,80,0,16,3,1,0,0,0
0,0n-Travel,Sales,Life Sciences,469,Male,Sales Executive,Married,0,3,29,746,2,Bachelor's Degree,1,4,61,3,2,2,4649,16928,1,14,3,1,80,1,4,2,4,3,0,2
0,Travel_Rarely,HR,Technical Degree,470,Male,Human Resources,Divorced,1,5,42,544,2,High School,1,4,52,3,1,4,2696,24017,0,11,3,3,80,1,4,3,3,2,1,0
0,Travel_Rarely,R&D,Medical,471,Female,Laboratory Technician,Married,0,4,32,1062,2,Bachelor's Degree,1,3,75,3,1,3,2370,3956,1,13,3,3,80,1,8,3,8,0,0,7
0,Travel_Rarely,Sales,Medical,473,Female,Manager,Married,0,3,48,530,29,High School,1,1,91,3,3,3,12504,23978,3,21,4,2,80,1,15,1,0,0,0,0
0,Travel_Rarely,R&D,Medical,474,Male,Research Scientist,Divorced,1,2,37,1319,6,Bachelor's Degree,1,3,51,4,2,3,5974,17001,4,13,3,1,80,2,13,3,7,7,6,7
0,0n-Travel,Sales,Technical Degree,475,Female,Sales Executive,Married,1,2,30,641,25,Associates Degree,1,4,85,3,2,4,4736,6069,7,12,3,2,80,1,4,4,2,2,2,2
0,Travel_Rarely,Sales,Life Sciences,476,Male,Sales Executive,Married,0,3,26,933,1,Bachelor's Degree,1,3,57,3,2,2,5296,20156,1,17,3,2,80,1,8,3,8,7,7,7
0,Travel_Rarely,R&D,Other,477,Male,Healthcare Representative,Single,0,6,42,1332,2,Master's Degree,1,1,98,2,2,4,6781,17078,3,23,4,2,80,0,14,3,1,0,0,0
1,Travel_Frequently,Sales,Technical Degree,478,Female,Sales Representative,Single,1,3,21,756,1,High School,1,4,99,2,1,4,2174,9150,1,11,3,3,80,0,3,3,3,2,1,2
0,0n-Travel,Sales,Medical,479,Female,Sales Executive,Single,0,6,36,845,1,Doctoral Degree,1,4,45,3,2,4,6653,15276,4,15,3,2,80,0,7,3,1,0,0,0
0,Travel_Frequently,Sales,Medical,481,Male,Sales Executive,Married,0,2,36,541,3,Master's Degree,1,1,48,2,3,4,9699,7246,4,11,3,1,80,1,16,3,13,9,1,12
0,Travel_Rarely,R&D,Medical,482,Male,Healthcare Representative,Married,0,2,57,593,1,Master's Degree,1,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,3,3,2,1,2
0,Travel_Rarely,R&D,Life Sciences,483,Female,Laboratory Technician,Married,1,3,40,1171,10,Master's Degree,1,4,46,4,1,2,2213,22495,3,13,3,3,80,1,10,3,7,7,1,7
0,0n-Travel,Sales,Medical,484,Male,Sales Representative,Single,0,3,21,895,9,Associates Degree,1,1,39,3,1,4,2610,2851,1,24,4,3,80,0,3,2,3,2,2,2
1,Travel_Rarely,Sales,Marketing,485,Female,Sales Representative,Single,1,2,33,350,5,Bachelor's Degree,1,4,34,3,1,1,2851,9150,1,13,3,2,80,0,1,3,1,0,0,0
0,Travel_Rarely,R&D,Medical,486,Female,Laboratory Technician,Married,0,3,37,921,10,Bachelor's Degree,1,3,98,3,1,3,3452,17663,6,20,4,2,80,1,17,3,5,4,0,3
0,0n-Travel,R&D,Medical,487,Female,Manufacturing Director,Married,0,2,46,1144,7,Master's Degree,1,3,30,3,2,3,5258,16044,2,14,3,3,80,0,7,4,1,0,0,0
1,Travel_Frequently,Sales,Marketing,488,Male,Sales Executive,Single,0,5,41,143,4,Bachelor's Degree,1,1,56,3,2,1,9355,9558,1,18,3,3,80,0,8,3,8,7,7,7
0,Travel_Rarely,R&D,Technical Degree,491,Male,Healthcare Representative,Single,0,2,50,1046,10,Bachelor's Degree,1,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,3,4,3,1,3
1,Travel_Rarely,Sales,Marketing,492,Male,Sales Executive,Married,1,6,40,575,22,Associates Degree,1,3,68,2,2,1,6380,6110,2,12,3,1,80,2,8,3,6,4,1,0
0,Travel_Rarely,R&D,Life Sciences,493,Male,Research Scientist,Single,1,5,31,408,9,Master's Degree,1,3,42,2,1,2,2657,7551,0,16,3,4,80,0,3,3,2,2,2,2
1,Travel_Rarely,Sales,Life Sciences,494,Female,Sales Representative,Single,0,0,21,156,12,Bachelor's Degree,1,3,90,4,1,2,2716,25422,1,15,3,4,80,0,1,3,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,495,Male,Research Scientist,Single,0,4,29,1283,23,Bachelor's Degree,1,4,54,3,1,2,2201,18168,9,16,3,4,80,0,6,3,3,2,1,2
0,Travel_Rarely,R&D,Life Sciences,496,Male,Healthcare Representative,Single,0,5,35,755,9,Master's Degree,1,3,97,2,2,2,6540,19394,9,19,3,3,80,0,10,3,1,1,0,0
0,Travel_Rarely,R&D,Medical,497,Male,Laboratory Technician,Divorced,0,2,27,1469,1,Associates Degree,1,4,82,3,1,3,3816,17881,1,11,3,2,80,1,5,3,5,2,0,4
0,Travel_Rarely,Sales,Life Sciences,498,Male,Sales Executive,Single,0,1,28,304,9,Master's Degree,1,2,92,3,2,2,5253,20750,1,16,3,4,80,0,7,3,7,5,0,7
0,Travel_Rarely,R&D,Other,499,Male,Healthcare Representative,Single,0,2,49,1261,7,Bachelor's Degree,1,2,31,2,3,3,10965,12066,8,24,4,3,80,0,26,3,5,2,0,0
0,Travel_Rarely,Sales,Life Sciences,500,Female,Sales Executive,Married,0,2,51,1178,14,Associates Degree,1,3,87,3,2,2,4936,14862,4,11,3,3,80,1,18,2,7,7,0,7
0,Travel_Rarely,R&D,Life Sciences,501,Female,Research Scientist,Married,0,3,36,329,2,Bachelor's Degree,1,4,96,3,1,2,2543,11868,4,13,3,2,80,1,6,3,2,2,2,2
1,0n-Travel,Sales,Marketing,502,Male,Sales Executive,Single,1,3,34,1362,19,Bachelor's Degree,1,1,67,4,2,1,5304,4652,8,13,3,2,80,0,9,2,5,2,0,4
0,Travel_Rarely,R&D,Life Sciences,505,Female,Manager,Single,1,2,55,1311,2,Bachelor's Degree,1,3,97,3,4,2,16659,23258,2,13,3,3,80,0,30,3,5,4,1,2
0,Travel_Rarely,Sales,Marketing,507,Female,Sales Executive,Divorced,1,2,24,1371,10,Master's Degree,1,4,77,3,2,1,4260,5915,1,12,3,4,80,1,5,4,5,2,0,3
0,Travel_Rarely,Sales,Technical Degree,508,Male,Sales Representative,Married,0,3,30,202,2,High School,1,4,72,3,1,4,2476,17434,1,18,3,1,80,1,1,3,1,0,0,0
1,Travel_Frequently,R&D,Technical Degree,510,Male,Research Scientist,Single,0,2,26,575,3,High School,1,4,73,3,1,4,3102,6582,0,22,4,3,80,0,7,3,6,4,0,4
0,Travel_Rarely,R&D,Medical,511,Female,Research Scientist,Married,0,1,22,253,11,Bachelor's Degree,1,1,43,3,1,3,2244,24440,1,13,3,4,80,1,2,3,2,1,1,2
0,Travel_Rarely,Sales,Medical,513,Male,Sales Executive,Married,0,2,36,164,2,Associates Degree,1,2,61,2,3,3,7596,3809,1,13,3,2,80,2,10,3,10,9,9,0
1,Travel_Frequently,R&D,Technical Degree,514,Male,Research Scientist,Single,1,4,30,464,4,Bachelor's Degree,1,4,40,3,1,4,2285,3427,9,23,4,3,80,0,3,3,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,515,Female,Laboratory Technician,Divorced,0,2,37,1107,14,Bachelor's Degree,1,4,95,3,1,2,3034,26914,1,12,3,3,80,1,18,2,18,7,12,17
0,Travel_Rarely,Sales,Marketing,516,Female,Sales Executive,Divorced,0,5,40,759,2,Associates Degree,1,4,46,3,2,1,5715,22553,7,12,3,3,80,2,8,3,5,4,1,3
0,Travel_Rarely,R&D,Life Sciences,517,Female,Laboratory Technician,Divorced,0,5,42,201,1,Master's Degree,1,2,95,3,1,2,2576,20490,3,16,3,2,80,1,8,3,5,2,1,2
0,Travel_Rarely,R&D,Life Sciences,518,Male,Manufacturing Director,Single,1,2,37,1305,10,Master's Degree,1,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,1,0,0,1
0,Travel_Rarely,R&D,Life Sciences,520,Male,Research Director,Divorced,0,3,43,982,12,Bachelor's Degree,1,1,59,2,4,2,14336,4345,1,11,3,3,80,1,25,3,25,10,3,9
0,Travel_Rarely,R&D,Medical,521,Female,Laboratory Technician,Married,0,3,40,555,2,Bachelor's Degree,1,2,78,2,2,3,3448,13436,6,22,4,2,80,1,20,3,1,0,0,0
0,Travel_Rarely,R&D,Medical,522,Male,Research Director,Married,0,4,54,821,5,Associates Degree,1,1,86,3,5,3,19406,8509,4,11,3,3,80,1,24,2,4,2,1,2
0,0n-Travel,Sales,Marketing,523,Female,Sales Executive,Married,0,3,34,1381,4,Master's Degree,1,3,72,3,2,1,6538,12740,9,15,3,1,80,1,6,3,3,2,1,2
0,Travel_Rarely,R&D,Medical,524,Female,Manufacturing Director,Married,0,5,31,480,7,Associates Degree,1,2,31,3,2,3,4306,4156,1,12,3,2,80,1,13,1,13,10,3,12
0,Travel_Frequently,R&D,Medical,525,Male,Laboratory Technician,Married,0,1,43,313,21,Bachelor's Degree,1,4,61,3,1,4,2258,15238,7,20,4,1,80,1,8,3,3,2,1,2
0,Travel_Rarely,R&D,Other,526,Female,Healthcare Representative,Divorced,1,3,43,1473,8,Master's Degree,1,3,74,3,2,3,4522,2227,4,14,3,4,80,0,8,3,5,2,0,2
0,Travel_Rarely,Sales,Life Sciences,527,Female,Sales Executive,Single,1,3,25,891,4,Associates Degree,1,2,99,2,2,2,4487,12090,1,11,3,2,80,0,5,3,5,4,1,3
0,0n-Travel,R&D,Medical,529,Female,Research Scientist,Married,1,2,37,1063,25,Doctoral Degree,1,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,3,13,11,10,7
0,Travel_Rarely,R&D,Life Sciences,530,Male,Laboratory Technician,Married,0,3,31,329,1,Associates Degree,1,4,98,2,1,2,2218,16193,1,12,3,3,80,1,4,3,4,2,3,2
0,Travel_Frequently,R&D,Life Sciences,531,Male,Manager,Divorced,1,3,39,1218,1,High School,1,2,52,3,5,2,19197,8213,1,14,3,3,80,1,21,3,21,8,1,6
0,Travel_Frequently,Sales,Life Sciences,532,Female,Sales Executive,Married,0,0,56,906,6,Bachelor's Degree,1,3,86,4,4,2,13212,18256,9,11,3,4,80,3,36,2,7,7,7,7
0,Travel_Rarely,Sales,Technical Degree,533,Female,Sales Executive,Single,0,6,30,1082,12,Bachelor's Degree,1,4,83,3,2,4,6577,19558,0,11,3,2,80,0,6,3,5,4,4,4
0,Travel_Rarely,Sales,Marketing,534,Male,Sales Executive,Married,0,2,41,645,1,Bachelor's Degree,1,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,3,10,7,0,7
0,Travel_Rarely,R&D,Medical,536,Male,Laboratory Technician,Divorced,0,2,28,1300,17,Associates Degree,1,3,79,3,2,3,4558,13535,1,12,3,4,80,1,10,3,10,0,1,8
1,Travel_Rarely,R&D,Medical,538,Male,Laboratory Technician,Married,0,5,25,688,3,Bachelor's Degree,1,1,91,3,1,3,4031,9396,5,13,3,3,80,1,6,3,2,2,0,2
0,Travel_Rarely,R&D,Medical,543,Male,Manufacturing Director,Married,1,4,52,319,3,Bachelor's Degree,1,4,39,2,3,3,7969,19609,2,14,3,3,80,0,28,3,5,4,0,4
0,Travel_Rarely,R&D,Life Sciences,544,Male,Research Scientist,Married,0,3,45,192,10,Associates Degree,1,1,69,3,1,2,2654,9655,3,21,4,4,80,2,8,2,2,2,0,2
0,Travel_Rarely,R&D,Life Sciences,546,Female,Manager,Married,0,2,52,1490,4,Associates Degree,1,4,30,3,4,2,16555,10310,2,13,3,4,80,0,31,1,5,2,1,4
0,Travel_Frequently,R&D,Life Sciences,547,Female,Research Scientist,Divorced,0,3,42,532,29,Associates Degree,1,1,92,3,2,2,4556,12932,2,11,3,2,80,1,19,3,5,4,0,2
0,Travel_Rarely,R&D,Life Sciences,548,Female,Manufacturing Director,Single,0,2,30,317,2,Bachelor's Degree,1,3,43,1,2,2,6091,24793,2,20,4,3,80,0,11,3,5,4,0,2
0,Travel_Rarely,R&D,Life Sciences,549,Female,Manager,Married,0,5,60,422,7,Bachelor's Degree,1,1,41,3,5,2,19566,3854,5,11,3,4,80,0,33,1,29,8,11,10
0,Travel_Rarely,R&D,Medical,550,Female,Manufacturing Director,Divorced,0,5,46,1485,18,Bachelor's Degree,1,3,87,3,2,3,4810,26314,2,14,3,3,80,1,19,2,10,7,0,8
0,Travel_Frequently,R&D,Technical Degree,551,Female,Healthcare Representative,Married,0,4,42,1368,28,Master's Degree,1,4,88,2,2,4,4523,4386,0,11,3,4,80,3,7,4,6,5,0,4
1,Travel_Rarely,Sales,Technical Degree,554,Female,Sales Representative,Single,1,4,24,1448,1,High School,1,4,62,3,1,4,3202,21972,1,16,3,2,80,0,6,3,5,3,1,4
1,Travel_Frequently,Sales,Marketing,555,Female,Sales Representative,Divorced,0,3,34,296,6,Associates Degree,1,4,33,1,1,1,2351,12253,0,16,3,4,80,1,3,2,2,2,1,0
0,Travel_Frequently,R&D,Life Sciences,556,Male,Laboratory Technician,Married,1,3,38,1490,2,Associates Degree,1,4,42,3,1,2,1702,12106,1,23,4,3,80,1,1,3,1,0,0,0
0,Travel_Rarely,Sales,Life Sciences,558,Female,Manager,Married,0,2,40,1398,2,Master's Degree,1,3,79,3,5,2,18041,13022,0,14,3,4,80,0,21,3,20,15,1,12
0,Travel_Rarely,R&D,Life Sciences,560,Female,Research Scientist,Divorced,0,3,26,1349,23,Bachelor's Degree,1,1,90,3,1,2,2886,3032,1,22,4,2,80,2,3,1,3,2,0,2
0,0n-Travel,R&D,Life Sciences,562,Male,Laboratory Technician,Married,0,3,30,1400,3,Bachelor's Degree,1,3,53,3,1,2,2097,16734,4,15,3,3,80,1,9,1,5,3,1,4
0,Travel_Rarely,R&D,Medical,564,Male,Research Director,Married,0,2,29,986,3,Master's Degree,1,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,3,10,2,0,7
1,Travel_Rarely,R&D,Technical Degree,565,Female,Research Scientist,Married,0,2,29,408,25,Doctoral Degree,1,4,71,2,1,4,2546,18300,5,16,3,2,80,0,6,4,2,2,1,1
1,Travel_Rarely,HR,Technical Degree,566,Male,Human Resources,Single,0,3,19,489,2,Associates Degree,1,4,52,2,1,4,2564,18437,1,12,3,3,80,0,1,4,1,0,0,0
0,0n-Travel,Sales,Other,567,Female,Sales Executive,Married,0,3,30,1398,22,Master's Degree,1,3,69,3,3,3,8412,2890,0,11,3,3,80,0,10,3,9,8,7,8
0,Travel_Rarely,Sales,Marketing,568,Male,Manager,Divorced,0,3,57,210,29,Bachelor's Degree,1,1,56,2,4,1,14118,22102,3,12,3,3,80,1,32,2,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,569,Male,Manager,Married,0,2,50,1099,29,Master's Degree,1,2,88,2,4,2,17046,9314,0,15,3,2,80,1,28,3,27,10,15,7
0,0n-Travel,R&D,Medical,571,Female,Laboratory Technician,Single,0,2,30,1116,2,Bachelor's Degree,1,3,49,3,1,4,2564,7181,0,14,3,3,80,0,12,2,11,7,6,7
0,Travel_Frequently,Sales,Marketing,573,Female,Sales Executive,Married,0,5,60,1499,28,Bachelor's Degree,1,3,80,2,3,1,10266,2845,4,19,3,4,80,0,22,4,18,13,13,11
0,Travel_Rarely,R&D,Medical,574,Female,Manufacturing Director,Divorced,0,2,47,983,2,Associates Degree,1,1,65,3,2,4,5070,7389,5,13,3,3,80,3,20,3,5,0,0,4
0,Travel_Rarely,R&D,Life Sciences,575,Male,Research Director,Married,0,2,46,1009,2,Bachelor's Degree,1,1,51,3,4,2,17861,2288,6,13,3,3,80,0,26,1,3,2,0,1
0,Travel_Rarely,R&D,Life Sciences,577,Male,Laboratory Technician,Single,0,2,35,144,22,Bachelor's Degree,1,4,46,1,1,2,4230,19225,0,15,3,3,80,0,6,3,5,4,4,3
0,Travel_Rarely,R&D,Life Sciences,578,Female,Laboratory Technician,Single,0,3,54,548,8,Master's Degree,1,3,42,3,2,2,3780,23428,7,11,3,3,80,0,19,3,1,0,0,0
0,Travel_Rarely,R&D,Life Sciences,579,Male,Research Scientist,Divorced,0,3,34,1303,2,Master's Degree,1,4,62,2,1,2,2768,8416,3,12,3,3,80,1,14,3,7,3,5,7
0,Travel_Rarely,Sales,Marketing,580,Female,Sales Executive,Married,1,3,46,1125,10,Bachelor's Degree,1,3,94,2,3,1,9071,11563,2,19,3,3,80,1,15,3,3,2,1,2
0,Travel_Rarely,R&D,Life Sciences,581,Male,Manufacturing Director,Divorced,0,6,31,1274,9,High School,1,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,4,13,8,0,8
1,Travel_Rarely,R&D,Medical,582,Male,Manager,Married,1,2,33,1277,15,High School,1,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,4,7,6,7,7
1,Travel_Rarely,R&D,Medical,584,Male,Laboratory Technician,Divorced,0,2,33,587,10,High School,1,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,3,4,3,1,3
0,Travel_Rarely,Sales,Marketing,585,Male,Sales Representative,Single,0,3,30,413,7,High School,1,4,57,3,1,1,2983,18398,0,14,3,1,80,0,4,3,3,2,1,2
0,Travel_Rarely,R&D,Life Sciences,586,Male,Healthcare Representative,Married,1,2,35,1276,16,Bachelor's Degree,1,4,72,3,3,2,7632,14295,4,12,3,3,80,0,10,3,8,7,0,0
1,Travel_Frequently,R&D,Life Sciences,587,Male,Healthcare Representative,Married,0,2,31,534,20,Bachelor's Degree,1,1,66,3,3,2,9824,22908,3,12,3,1,80,0,12,3,1,0,0,0
1,Travel_Frequently,HR,Human Resources,590,Female,Human Resources,Divorced,1,2,34,988,23,Bachelor's Degree,1,2,43,3,3,3,9950,11533,9,15,3,3,80,3,11,3,3,2,0,2
0,Travel_Frequently,R&D,Other,591,Male,Laboratory Technician,Married,0,4,42,1474,5,Associates Degree,1,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,3,2,2,2,0
0,0n-Travel,Sales,Medical,592,Male,Sales Executive,Single,0,3,36,635,10,Master's Degree,1,2,32,3,3,4,9980,15318,1,14,3,4,80,0,10,2,10,3,9,7
1,Travel_Frequently,R&D,Technical Degree,593,Male,Laboratory Technician,Single,0,3,22,1368,4,High School,1,4,99,2,1,4,3894,9129,5,16,3,3,80,0,4,3,2,2,1,2
0,Travel_Rarely,Sales,Marketing,595,Female,Sales Executive,Married,0,2,48,163,2,Doctoral Degree,1,2,37,3,2,1,4051,19658,2,14,3,1,80,1,14,3,9,7,6,7
0,Travel_Rarely,Sales,Life Sciences,597,Female,Manager,Single,0,2,55,1117,18,Doctoral Degree,1,1,83,3,4,2,16835,9873,3,23,4,4,80,0,37,3,10,9,7,7
0,0n-Travel,Sales,Life Sciences,599,Male,Sales Executive,Single,0,3,41,267,10,Associates Degree,1,4,56,3,2,2,6230,13430,7,14,3,4,80,0,16,3,14,3,1,10
0,Travel_Rarely,Sales,Marketing,600,Male,Sales Executive,Married,0,2,35,619,1,Bachelor's Degree,1,2,85,3,2,1,4717,18659,9,11,3,3,80,0,15,3,11,9,6,9
0,Travel_Rarely,R&D,Life Sciences,601,Female,Manufacturing Director,Single,0,3,40,302,6,Bachelor's Degree,1,2,75,3,4,2,13237,20364,7,15,3,3,80,0,22,3,20,6,5,13
0,Travel_Frequently,R&D,Life Sciences,602,Female,Laboratory Technician,Married,0,3,39,443,8,High School,1,3,48,3,1,2,3755,17872,1,11,3,1,80,1,8,3,8,3,0,7
